GeneID	TranscriptLength
Tb11_snoRNA_0038	NA
Tb11_snoRNA_0041	NA
Tb11_snoRNA_0044	NA
Tb11_snoRNA_0047	NA
Tb11_snoRNA_0003	NA
Tb11_snoRNA_0009	NA
Tb11_snoRNA_0015	NA
Tb11_snoRNA_0021	NA
Tb11_snoRNA_0027	NA
Tb11_snoRNA_0001	NA
Tb11_snoRNA_0007	NA
Tb11_snoRNA_0013	NA
Tb11_snoRNA_0019	NA
Tb11_snoRNA_0025	NA
Tb11_snoRNA_0031	NA
Tb11_snoRNA_0006	NA
Tb11_snoRNA_0012	NA
Tb11_snoRNA_0018	NA
Tb11_snoRNA_0024	NA
Tb11_snoRNA_0030	NA
Tb927.6.1872	NA
Tb927.6.1887	NA
Tb927.6.1855	NA
Tb927.6.1856	NA
Tb927.6.1863	NA
Tb927.6.1864	NA
Tb927.6.1871	NA
Tb927.6.1886	NA
Tb927.6.1853	NA
Tb927.6.1861	NA
Tb927.6.1868	NA
Tb927.6.1876	NA
Tb927.6.1884	NA
Tb927.6.1892	NA
Tb927.6.1852	NA
Tb927.6.1859	NA
Tb927.6.1867	NA
Tb927.6.1875	NA
Tb927.6.1883	NA
Tb927.6.1891	NA
Tb927.6.2686	NA
Tb927.8.1652	NA
Tb927.8.1654	NA
Tb927.8.1656	NA
Tb927.8.1658	NA
Tb927.8.2068	NA
Tb927.8.2075	NA
Tb927.8.2258	NA
Tb927.8.2265	NA
Tb927.8.2275	NA
Tb09_snoRNA_0003	132
Tb09_snoRNA_0007	132
Tb09_snoRNA_0002	108
Tb09_snoRNA_0006	108
Tb09_snoRNA_0008	42
Tb09_snoRNA_0004	66
Tb09_snoRNA_0076	156
Tb09_snoRNA_0013	96
Tb09_snoRNA_0022	96
Tb09_snoRNA_0031	96
Tb09_snoRNA_0049	96
Tb09_snoRNA_0058	96
Tb09_snoRNA_0067	135
Tb09_snoRNA_0040	96
Tb09_snoRNA_0012	66
Tb09_snoRNA_0021	66
Tb09_snoRNA_0030	66
Tb09_snoRNA_0039	66
Tb09_snoRNA_0048	66
Tb09_snoRNA_0057	66
Tb09_snoRNA_0066	78
Tb09_snoRNA_0075	78
Tb09_snoRNA_0081	54
Tb09_snoRNA_0086	54
Tb09_snoRNA_0091	54
Tb09_snoRNA_0083	282
Tb09_snoRNA_0088	282
Tb09_snoRNA_0093	54
Tb09_snoRNA_0099	3
Tb09_snoRNA_0105	3
Tb09_snoRNA_0111	3
Tb09_snoRNA_0117	3
Tb09_snoRNA_0123	3
Tb09_snoRNA_0095	132
Tb09_snoRNA_0107	132
Tb09_snoRNA_0101	132
Tb09_snoRNA_0113	132
Tb09_snoRNA_0119	132
Tb09_snoRNA_0125	132
Tb09_snoRNA_0098	3
Tb09_snoRNA_0104	3
Tb09_snoRNA_0110	3
Tb09_snoRNA_0116	3
Tb09_snoRNA_0122	3
Tb927_06_v4.snoRNA.0023	68
Tb927_06_v4.snoRNA.0024	68
Tb927_06_v4.snoRNA.0025	68
Tb927_06_v4.snoRNA.0026	68
Tb927_06_v4.snoRNA.0027	68
Tb927_06_v4.snoRNA.0012	72
Tb927_06_v4.snoRNA.0013	72
Tb927_06_v4.snoRNA.0014	72
Tb927_06_v4.snoRNA.0015	72
Tb927_06_v4.snoRNA.0016	72
Tb927_06_v4.snoRNA.0017	68
Tb927_06_v4.snoRNA.0018	68
Tb927_06_v4.snoRNA.0019	68
Tb927_06_v4.snoRNA.0020	68
Tb927_06_v4.snoRNA.0021	68
Tb927_06_v4.snoRNA.0022	68
Tb927_06_v4.snoRNA.0034	77
Tb927_06_v4.snoRNA.0035	77
Tb927_06_v4.snoRNA.0036	77
Tb927_06_v4.snoRNA.0037	77
Tb927_06_v4.snoRNA.0038	77
Tb927_06_v4.snoRNA.0039	77
Tb927_06_v4.snoRNA.0041	71
Tb927_08_v4.snoRNA.0012	67
Tb927_08_v4.snoRNA.0013	67
Tb927_08_v4.snoRNA.0014	67
Tb927_08_v4.snoRNA.0015	67
Tb927_08_v4.snoRNA.0040	65
Tb927_08_v4.snoRNA.0041	65
Tb927_08_v4.snoRNA.0042	65
Tb927_08_v4.snoRNA.0043	65
Tb927_08_v4.snoRNA.0044	65
Tb927_09_v4.snoRNA.0046	132
Tb927_09_v4.snoRNA.0047	132
Tb927_09_v4.snoRNA.0054	108
Tb927_09_v4.snoRNA.0055	108
Tb927_09_v4.snoRNA.0107	66
Tb927_09_v4.snoRNA.0010	96
Tb927_09_v4.snoRNA.0011	96
Tb927_09_v4.snoRNA.0012	96
Tb927_09_v4.snoRNA.0013	96
Tb927_09_v4.snoRNA.0014	96
Tb927_09_v4.snoRNA.0015	135
Tb927_09_v4.snoRNA.0016	96
Tb927_09_v4.snoRNA.0057	66
Tb927_09_v4.snoRNA.0058	66
Tb927_09_v4.snoRNA.0059	66
Tb927_09_v4.snoRNA.0060	66
Tb927_09_v4.snoRNA.0061	66
Tb927_09_v4.snoRNA.0062	66
Tb927_09_v4.snoRNA.0063	78
Tb927_09_v4.snoRNA.0064	78
Tb927_09_v4.snoRNA.0043	54
Tb927_09_v4.snoRNA.0044	54
Tb927_09_v4.snoRNA.0045	54
Tb927_09_v4.snoRNA.0006	282
Tb927_09_v4.snoRNA.0007	282
Tb927_09_v4.snoRNA.0008	54
Tb927_09_v4.snoRNA.0095	3
Tb927_09_v4.snoRNA.0096	3
Tb927_09_v4.snoRNA.0097	3
Tb927_09_v4.snoRNA.0098	3
Tb927_09_v4.snoRNA.0099	3
Tb927_09_v4.snoRNA.0089	132
Tb927_09_v4.snoRNA.0090	132
Tb927_09_v4.snoRNA.0091	132
Tb927_09_v4.snoRNA.0092	132
Tb927_09_v4.snoRNA.0093	132
Tb927_09_v4.snoRNA.0094	132
Tb927_09_v4.snoRNA.0001	3
Tb927_09_v4.snoRNA.0002	3
Tb927_09_v4.snoRNA.0003	3
Tb927_09_v4.snoRNA.0004	3
Tb927_09_v4.snoRNA.0005	3
Tb927_11_01_v4.snoRNA.0001	NA
Tb927_11_01_v4.snoRNA.0002	NA
Tb927_11_01_v4.snoRNA.0003	NA
Tb927_11_01_v4.snoRNA.0004	NA
Tb927_11_01_v4.snoRNA.0005	NA
Tb927_11_01_v4.snoRNA.0009	NA
Tb927_11_01_v4.snoRNA.0011	NA
Tb927_11_01_v4.snoRNA.0012	NA
Tb927_11_01_v4.snoRNA.0013	NA
Tb927_11_01_v4.snoRNA.0014	NA
Tb927_11_01_v4.snoRNA.0015	NA
Tb927_11_01_v4.snoRNA.0018	NA
Tb927_11_01_v4.snoRNA.0031	NA
Tb927_11_01_v4.snoRNA.0032	NA
Tb927_11_01_v4.snoRNA.0034	NA
Tb927_11_01_v4.snoRNA.0035	NA
Tb927_11_01_v4.snoRNA.0036	NA
Tb927_11_01_v4.snoRNA.0037	NA
Tb927_11_01_v4.snoRNA.0038	NA
Tb927_11_01_v4.snoRNA.0039	NA
tryp_X-68d04.q1c.snoRNA.0011	NA
tryp_X-68d04.q1c.snoRNA.0012	NA
tryp_X-68d04.q1c.snoRNA.0003	NA
tryp_X-68d04.q1c.snoRNA.0004	NA
tryp_X-68d04.q1c.snoRNA.0007	NA
tryp_X-68d04.q1c.snoRNA.0008	NA
tryp_IXb-6d06.q1c.snoRNA.0049	NA
tryp_IXb-6d06.q1c.snoRNA.0050	NA
tryp_IXb-6d06.q1c.snoRNA.0051	NA
tryp_IXb-6d06.q1c.snoRNA.0047	NA
tryp_IXb-6d06.q1c.snoRNA.0048	NA
tryp_IXb-6d06.q1c.snoRNA.0043	NA
tryp_IXb-6d06.q1c.snoRNA.0044	NA
tryp_IXb-6d06.q1c.snoRNA.0045	NA
tryp_IXb-6d06.q1c.snoRNA.0046	NA
tryp_IXb-6d06.q1c.snoRNA.0042	NA
Tb927_10_v4.snoRNA.0001:snoRNA	67
Tb927_10_v4.snoRNA.0002:snoRNA	67
Tb927_10_v4.snoRNA.0003:snoRNA	67
Tb927_10_v4.snoRNA.0004:snoRNA	67
Tb927_10_v4.snoRNA.0028:snoRNA	69
Tb927_10_v4.snoRNA.0029:snoRNA	69
Tb927_10_v4.snoRNA.0030:snoRNA	69
Tb927_10_v4.snoRNA.0031:snoRNA	77
Tb927_10_v4.snoRNA.0032:snoRNA	64
Tb927_10_v4.snoRNA.0033:snoRNA	64
Tb927_10_v4.snoRNA.0034:snoRNA	64
Tb927_10_v4.snoRNA.0035:snoRNA	64
Tb927_10_v4.snoRNA.0036:snoRNA	68
Tb927_10_v4.snoRNA.0037:snoRNA	65
Tb927_10_v4.snoRNA.0038:snoRNA	65
Tb927_10_v4.snoRNA.0039:snoRNA	65
Tb927_10_v4.snoRNA.0041:snoRNA	69
Tb927_10_v4.snoRNA.0042:snoRNA	69
Tb927_10_v4.snoRNA.0043:snoRNA	69
Tb927_10_v4.snoRNA.0044:snoRNA	69
Tb927_10_v4.snoRNA.0049:snoRNA	66
Tb927_10_v4.snoRNA.0050:snoRNA	66
Tb927_10_v4.snoRNA.0051:snoRNA	66
Tb927_10_v4.snoRNA.0054:snoRNA	73
Tb927_10_v4.snoRNA.0055:snoRNA	73
Tb927_10_v4.snoRNA.0056:snoRNA	73
Tb927_10_v4.snoRNA.0072:snoRNA	67
Tb927_10_v4.snoRNA.0073:snoRNA	67
Tb927_10_v4.snoRNA.0078:snoRNA	66
Tb927_10_v4.snoRNA.0079:snoRNA	66
Tb927_10_v4.snoRNA.0080:snoRNA	66
Tb927_10_v4.snoRNA.0081:snoRNA	66
Tb09.211.1880	1715
Tb927.10.9310	1222
Tb927.7.5360	1159
Tb11.02.5270	3065
Tb11.01.0120	1446
Tb927.6.440	6079
Tb927.7.4810	1600
Tb09.211.2190	624
Tb11.v5.0163	NA
Tb11.01.3360	1170
Tb927.6.3750	2459
Tb927.6.3800	2045
Tb927.6.3740	2045
Tb927.7.710	2862
Tb927.7.1030	3024
Tb927.3.3330	1003
Tb11.v5.1034	NA
Tb11.01.3080	2321
Tb11.01.3110	2039
Tb927.10.10980	2629
Tb927.10.10900	2641
Tb927.10.10910	2640
Tb927.10.10920	2615
Tb927.10.10930	2646
Tb927.10.10940	2651
Tb927.10.10950	2637
Tb927.10.10960	2641
Tb927.10.10970	2641
Tb927.10.10890	2628
Tb11.v5.0543	NA
Tb11.02.0250	3406
Tb927.7.2070	1361
Tb927.5.1520	2965
Tb11.01.4050	2015
Tb927.10.12710	3089
Tb927.10.5660	1786
Tb927.10.12310	2772
Tb11.01.1100	3030
Tb927.5.3940	2087
Tb09.211.4430	4954
Tb927.3.3090	3596
Tb927.6.920	2967
Tb927.8.6010	1331
Tb11.22.0010	3889
Tb927.10.2010	2896
Tb927.10.2020	1910
Tb927.3.3490	2065
Tb927.8.6860	2985
Tb927.10.11160	1204
Tb927.10.5290	1120
Tb11.v5.0247	NA
Tb927.7.1720	846
Tb927.4.840	1770
Tb09.211.1290	1199
Tb09.211.3390	1612
Tb11.02.1940	1748
Tb927.6.2060	1688
Tb927.7.4560	1921
Tb11.01.3380	2963
Tb927.10.8310	958
Tb09.160.1570	797
Tb11.v5.0269	NA
Tb927.10.14390	1942
Tb927.10.1680	1211
Tb11.01.7240	2561
Tb927.2.2190	4031
Tb927.5.2900	2701
Tb11.v5.0660	NA
Tb11.39.0008	549
Tb11.42.0005	507
Tb11.42.0006	523
Tb11.42.0007	514
Tb11.55.0001	418
Tb927.7.2820	710
Tb927.7.2830	709
Tb927.7.2840	710
Tb927.7.2850	709
Tb927.7.2860	710
Tb927.7.2870	709
Tb927.7.2880	709
Tb927.7.2890	710
Tb927.7.2900	709
Tb927.7.2910	709
Tb927.7.2920	708
Tb927.7.2930	709
Tb927.7.2940	710
Tb927.7.6360	2605
Tb927.10.10460	346
Tb927.10.10470	713
Tb927.10.10480	594
Tb927.10.10490	713
Tb927.10.10500	708
Tb927.10.10510	594
Tb927.10.10520	1616
Tb927.10.10530	708
Tb927.10.10540	594
Tb927.10.10550	594
Tb927.10.10560	594
Tb927.10.10570	594
Tb927.10.10580	708
Tb927.10.10590	713
Tb11.02.5250	946
Tb927.1.2430	568
Tb927.1.2450	568
Tb927.1.2470	576
Tb927.1.2490	572
Tb927.1.2510	568
Tb927.1.2530	568
Tb927.1.2550	568
Tb927.10.15350	5474
Tb927.5.4170	515
Tb927.5.4180	515
Tb927.5.4190	515
Tb927.5.4200	515
Tb927.5.4210	515
Tb927.5.4220	515
Tb927.5.4230	515
Tb927.5.4240	515
Tb927.5.4250	515
Tb927.5.4260	515
Tb927.2.2670	2112
Tb11.02.0710	1053
Tb927.4.2270	1480
Tb927.1.570	1225
Tb11.02.4160	831
Tb11.02.0420	868
Tb11.v5.0600	NA
Tb927.10.6900	1968
Tb09.160.3560	1544
Tb927.6.4540	3255
Tb927.4.2700	2032
Tb927.2.3880	3416
Tb927.2.5810	5403
Tb927.1.1270	1307
Tb11.v5.0357	NA
Tb927.10.10190	3039
Tb927.10.7810	2139
Tb927.10.14810	833
Tb927.4.3140	1677
Tb927.6.2650	2320
Tb927.6.4430	1382
Tb927.10.5490	1450
Tb927.2.5190	981
Tb927.3.5340	1497
Tb11.01.2000	2181
Tb927.10.2620	1113
Tb09.211.4130	1023
Tb11.01.7710	1986
Tb09.211.1690	1190
Tb927.6.2630	1421
Tb927.10.14380	3748
Tb09.160.3090	2824
Tb927.6.3150	14426
Tb927.5.2370	1668
Tb927.5.2380	1228
Tb927.10.12670	4131
Tb927.1.1820	1340
Tb927.1.1790	823
Tb927.10.6580	3747
Tb927.10.6920	1100
Tb927.10.7770	1682
Tb927.7.7100	6866
Tb927.8.7190	2187
Tb927.8.880	5596
Tb927.6.3080	648
Tb927.8.3270	1136
Tb04.3I12.100	456
Tb05.30F7.410	510
Tb06.3A7.960	933
Tb09.142.0320	342
Tb09.142.0350	561
Tb09.142.0430	426
Tb09.160.1670	729
Tb09.160.1830	276
Tb09.160.3060	2006
Tb09.160.4760	3202
Tb09.160.5330	1915
Tb09.160.5510	471
Tb09.211.0020	873
Tb09.211.0250	897
Tb09.211.0260	1710
Tb09.211.0380	1334
Tb09.211.2060	580
Tb09.211.4030	522
Tb09.211.4900	1088
Tb09.211.4930	2521
Tb09.244.0340	276
Tb09.244.0370	492
Tb09.244.1650	2289
Tb09.244.1950	507
Tb09.244.1960	306
Tb09.244.2050	459
Tb09.244.2150	1307
Tb09.244.2160	869
Tb09.244.2340	381
Tb09.244.2390	2242
Tb09.244.2550	3310
Tb09.354.0050	339
Tb09.v1.0900	471
Tb09.v1.0970	504
Tb09.v4.0007	582
Tb11.01.0190	545
Tb11.01.0210	853
Tb11.01.0550	3261
Tb11.01.0560	381
Tb11.01.1150	513
Tb11.01.1180	492
Tb11.01.2600	483
Tb11.01.2860	714
Tb11.01.2930	4838
Tb11.01.3220	672
Tb11.01.3250	201
Tb11.01.3800	333
Tb11.01.3810	483
Tb11.01.3830	498
Tb11.01.4625	2380
Tb11.01.4710	684
Tb11.01.5290	645
Tb11.01.6110	498
Tb11.01.6910	1587
Tb11.01.7030	4669
Tb11.01.7040	1187
Tb11.01.7095	7019
Tb11.01.7360	2756
Tb11.01.7860	669
Tb11.01.7870	2901
Tb11.01.8530	1041
Tb11.02.0080	1664
Tb11.02.0390	1079
Tb11.02.0540	260
Tb11.02.0550	1603
Tb11.02.0720	549
Tb11.02.0865	2173
Tb11.02.1240	2847
Tb11.02.1565	675
Tb11.02.1850	348
Tb11.02.2020	726
Tb11.02.2360	2091
Tb11.02.2370	1527
Tb11.02.2400	1437
Tb11.02.4490	4447
Tb11.02.4690	1267
Tb11.02.5690	717
Tb11.03.0320	1039
Tb11.03.0420	1947
Tb11.12.0018	534
Tb11.1320	1977
Tb11.1330	648
Tb11.1340	786
Tb11.1350	708
Tb11.1360	624
Tb11.1540	969
Tb11.1550	657
Tb11.17.0001	459
Tb11.1750	4641
Tb11.42.0001	2701
Tb11.55.0007	2172
Tb11.v4.0002	1571
Tb11.v4.0003	997
Tb11.v4.0008	1879
Tb927.1.10	333
Tb927.1.2310	680
Tb927.1.2420	1012
Tb927.1.270	1274
Tb927.1.2760	522
Tb927.1.2780	225
Tb927.1.30	708
Tb927.1.3350	471
Tb927.1.3550	1092
Tb927.1.3610	594
Tb927.1.3730	174
Tb927.1.3890	486
Tb927.1.40	327
Tb927.1.4020	537
Tb927.1.490	894
Tb927.1.4920	588
Tb927.1.4970	477
Tb927.1.5150	96
Tb927.1.5160	285
Tb927.1.5180	144
Tb927.1.5250	177
Tb927.1.5260	540
Tb927.10.1000	801
Tb927.10.10040	1010
Tb927.10.1010	495
Tb927.10.1020	474
Tb927.10.10270	2335
Tb927.10.10790	456
Tb927.10.11320	2057
Tb927.10.11460	369
Tb927.10.11710	1065
Tb927.10.120	477
Tb927.10.12070	441
Tb927.10.1220	441
Tb927.10.12280	608
Tb927.10.12320	1224
Tb927.10.12560	363
Tb927.10.12570	339
Tb927.10.12580	375
Tb927.10.12610	432
Tb927.10.12730	1090
Tb927.10.12750	1306
Tb927.10.130	474
Tb927.10.13060	426
Tb927.10.13080	483
Tb927.10.13410	387
Tb927.10.13420	474
Tb927.10.13530	345
Tb927.10.140	414
Tb927.10.14050	393
Tb927.10.14060	225
Tb927.10.14120	441
Tb927.10.14290	1415
Tb927.10.14540	1844
Tb927.10.14670	842
Tb927.10.1480	477
Tb927.10.14960	1430
Tb927.10.15050	579
Tb927.10.15060	360
Tb927.10.15340	901
Tb927.10.15620	576
Tb927.10.15980	393
Tb927.10.16010	1612
Tb927.10.1640	1529
Tb927.10.1670	484
Tb927.10.1760	609
Tb927.10.1770	885
Tb927.10.1780	1345
Tb927.10.1790	378
Tb927.10.1920	438
Tb927.10.2170	192
Tb927.10.2400	423
Tb927.10.2420	950
Tb927.10.2450	3265
Tb927.10.2850	1306
Tb927.10.3050	480
Tb927.10.3190	889
Tb927.10.3410	324
Tb927.10.3830	495
Tb927.10.40	444
Tb927.10.4030	890
Tb927.10.4190	303
Tb927.10.4340	177
Tb927.10.4350	183
Tb927.10.4360	339
Tb927.10.4410	1030
Tb927.10.4420	811
Tb927.10.490	420
Tb927.10.4960	713
Tb927.10.500	2974
Tb927.10.5100	423
Tb927.10.5160	3117
Tb927.10.5720	507
Tb927.10.5730	594
Tb927.10.6040	1340
Tb927.10.6270	396
Tb927.10.6420	1474
Tb927.10.6430	378
Tb927.10.6470	1217
Tb927.10.6660	842
Tb927.10.6890	303
Tb927.10.7150	276
Tb927.10.7170	339
Tb927.10.7460	670
Tb927.10.7530	599
Tb927.10.7640	369
Tb927.10.7650	594
Tb927.10.7660	411
Tb927.10.7950	348
Tb927.10.8340	597
Tb927.10.8350	858
Tb927.10.8740	372
Tb927.10.90	321
Tb927.10.9340	582
Tb927.10.9510	634
Tb927.10.9530	336
Tb927.10.9550	540
Tb927.10.9580	1414
Tb927.10.9610	3575
Tb927.10.9630	483
Tb927.10.9710	480
Tb927.11.16900	2038
Tb927.11.19020	966
Tb927.11.19800	603
Tb927.11.19810	579
Tb927.11.19820	1275
Tb927.11.19830	996
Tb927.11.19840	651
Tb927.11.19850	486
Tb927.11.19860	630
Tb927.11.3560	660
Tb927.11.3810	819
Tb927.11.4090	675
Tb927.11.6730	588
Tb927.11.6950	660
Tb927.11.7190	789
Tb927.11.7650	1443
Tb927.11.7660	1533
Tb927.11.7690	2802
Tb927.11.7700	726
Tb927.11.7910	646
Tb927.2.1250	1767
Tb927.2.1290	665
Tb927.2.150	243
Tb927.2.2070	1090
Tb927.2.2090	3774
Tb927.2.2320	468
Tb927.2.2490	965
Tb927.2.3330	492
Tb927.2.3340	673
Tb927.2.4440	1152
Tb927.2.5710	594
Tb927.2.650	2747
Tb927.2.900	1783
Tb927.2.960	1314
Tb927.3.1460	415
Tb927.3.1640	492
Tb927.3.1650	528
Tb927.3.2590	918
Tb927.3.2720	1760
Tb927.3.2800	2051
Tb927.3.3210	972
Tb927.3.3600	1712
Tb927.3.3700	754
Tb927.3.4010	591
Tb927.3.4180	2542
Tb927.3.4830	2504
Tb927.3.5670	672
Tb927.3.5740	309
Tb927.3.5770	453
Tb927.3.5780	528
Tb927.3.600	5013
Tb927.3.670	1552
Tb927.4.1010	276
Tb927.4.120	2724
Tb927.4.1210	555
Tb927.4.1230	1391
Tb927.4.1240	876
Tb927.4.140	695
Tb927.4.170	2247
Tb927.4.180	934
Tb927.4.2050	589
Tb927.4.2090	516
Tb927.4.2100	1203
Tb927.4.2610	589
Tb927.4.2810	2145
Tb927.4.3480	1243
Tb927.4.3760	1206
Tb927.4.4390	2897
Tb927.4.4770	1037
Tb927.4.4780	666
Tb927.4.4900	2772
Tb927.4.5060	1111
Tb927.4.5090	552
Tb927.4.5220	1485
Tb927.4.5330	4860
Tb927.4.5440	744
Tb927.5.1040	728
Tb927.5.1050	3420
Tb927.5.1380	1506
Tb927.5.1400	525
Tb927.5.1420	525
Tb927.5.1440	909
Tb927.5.1480	2174
Tb927.5.1740	685
Tb927.5.2010	8671
Tb927.5.2870	3458
Tb927.5.289b	672
Tb927.5.292b	741
Tb927.5.293b	882
Tb927.5.294b	462
Tb927.5.297b	684
Tb927.5.3100	3044
Tb927.5.3130	3683
Tb927.5.3370	2164
Tb927.5.4000	474
Tb927.5.540	1070
Tb927.5.720	970
Tb927.5.730	1515
Tb927.6.110	666
Tb927.6.1150	798
Tb927.6.1300	1637
Tb927.6.1790	677
Tb927.6.250	222
Tb927.6.2530	2829
Tb927.6.260	468
Tb927.6.2950	1612
Tb927.6.4730	1684
Tb927.6.550	4194
Tb927.6.810	1113
Tb927.6.860	6743
Tb927.7.3480	651
Tb927.7.350	2531
Tb927.7.3690	1475
Tb927.7.3720	576
Tb927.7.4690	3122
Tb927.7.4720	794
Tb927.7.5070	2200
Tb927.7.5800	663
Tb927.7.5860	1344
Tb927.7.6010	2327
Tb927.7.6020	465
Tb927.7.6030	1759
Tb927.7.6100	2940
Tb927.7.6330	516
Tb927.7.6430	4122
Tb927.7.6580	3763
Tb927.7.6700	4988
Tb927.7.6710	1676
Tb927.7.6780	2709
Tb927.7.7020	784
Tb927.7.7310	663
Tb927.7.7350	1681
Tb927.7.7390	307
Tb927.7.7510	1841
Tb927.7.7560	696
Tb927.8.1760	964
Tb927.8.2320	1030
Tb927.8.3670	929
Tb927.8.4300	1775
Tb927.8.4490	1568
Tb927.8.490	2790
Tb927.8.500	945
Tb927.8.510	828
Tb927.8.520	528
Tb927.8.5340	1894
Tb927.8.5790	1204
Tb927.8.5910	944
Tb927.8.5920	600
Tb927.8.5930	3116
Tb927.8.6630	2609
Tb927.8.7310	666
Tb927.8.7330	691
Tb927.8.7370	1767
Tb927.8.7540	4305
Tb927.8.7550	2309
Tb927.8.7960	1440
Tb927.8.970	2849
Tb05.5K5.210	4628
Tb05.5K5.220	3315
Tb05.5K5.250	456
Tb05.5K5.290	687
Tb08.27P2.50	456
Tb08.27P2.60	528
Tb08.27P2.70	828
Tb08.27P2.80	945
Tb08.27P2.90	858
Tb09.v4.0014	869
Tb09.v4.0015	1821
Tb09.v4.0020	417
Tb09.v4.0058	1981
Tb09.v4.0059	1269
Tb09.v4.0060	2436
Tb09.v4.0064	687
Tb09.v4.0066	327
Tb09.v4.0105	699
Tb09.v4.0109	699
Tb09.v4.0110	687
Tb09.v4.0124	288
Tb09.v4.0146	2184
Tb09.v4.0147	1323
Tb09.v4.0148	2693
Tb09.v4.0149	1233
Tb09.v4.0151	801
Tb09.v4.0152	393
Tb09.v4.0153	648
Tb10.v4.0078	552
Tb10.v4.0082	810
Tb10.v4.0099	582
Tb10.v4.0128	624
Tb10.v4.0130	10245
Tb10.v4.0131	96
Tb10.v4.0188	765
Tb10.v4.0194	657
Tb10.v4.0195	795
Tb10.v4.0196	3738
Tb10.v4.0215	483
Tb10.v4.0217	885
Tb10.v4.0258	678
Tb10.v4.0042	687
Tb10.v4.0049	537
Tb10.v4.0050	432
Tb10.v4.0051	486
Tb10.v4.0053	12359
Tb10.v4.0221	588
Tb10.v4.0245	303
Tb10.v4.0246	1968
Tb10.v4.0248	1100
Tb11.0060	684
Tb11.0070	723
Tb11.0080	633
Tb11.0110	1038
Tb11.0300	726
Tb11.0310	1041
Tb11.0320	2802
Tb11.0340	1533
Tb11.0350	1443
Tb11.0410	906
Tb11.0420	1063
Tb11.0430	891
Tb11.0440	624
Tb11.0450	669
Tb11.0460	612
Tb11.0470	885
Tb11.0480	864
Tb11.0730	516
Tb11.0740	552
Tb11.0760	498
Tb11.0770	1014
Tb11.0780	1179
Tb11.0790	648
Tb11.0800	1122
Tb11.0810	786
Tb11.0860	1208
Tb11.0870	2358
Tb11.1160	534
Tb11.1190	10023
Tb11.1200	2718
Tb11.1210	1773
Tb11.1220	1936
Tb11.1230	3879
Tb11.1270	1332
Tb11.1280	804
Tb11.1290	921
Tb11.1300	1185
Tb11.1310	606
Tb11.1420	1323
Tb11.1670	1680
Tb11.1680	933
Tb11.1740	2436
Tb11.1760	1995
Tb11.1770	5109
Tb09.211.4070	965
Tb11.01.4580	1463
Tb11.1370	1323
Tb11.1380	1200
Tb11.1390	1713
Tb11.1400	1884
Tb927.1.2020	1833
Tb09.160.0940	416
Tb09.160.1550	276
Tb09.160.2410	216
Tb09.211.2320	588
Tb11.01.2450	468
Tb11.01.5030	468
Tb11.01.7320	702
Tb11.02.0050	510
Tb11.02.2200	492
Tb11.02.4710	662
Tb11.52.0017	432
Tb927.10.10450	765
Tb927.10.10760	1079
Tb927.10.13460	396
Tb927.10.14940	2545
Tb927.10.14970	760
Tb927.10.15030	996
Tb927.10.3060	633
Tb927.10.3240	860
Tb927.10.5410	273
Tb927.10.8550	399
Tb927.11.6110	420
Tb927.4.2690	813
Tb927.5.1065	510
Tb927.6.4110	555
Tb927.6.420	1283
Tb927.7.2430	594
Tb07.26A24.210	453
Tb927.10.12770	2039
Tb927.10.12790	2387
Tb927.7.6120	534
Tb927.7.6140	534
Tb927.7.6160	534
Tb927.7.7370	318
Tb927.8.3760	557
Tb05.28F8.200	NA
Tb11.02.2180	NA
Tb11.12.0019	NA
Tb11.1830	NA
Tb11.1840	NA
Tb927.5.310b	NA
Tb927.5.410b	NA
Tb927.5.420b	NA
Tb927.5.430b	NA
Tb927.8.3030	NA
Tb09.142.0260	183
Tb09.142.0300	594
Tb11.1751	NA
Tb927.3.3420	786
Tb927.5.2000	6262
Tb927.5.4020	872
Tb09.160.5010	372
Tb927.8.7970	2198
Tb927.7.7400	6594
Tb11.01.3520	3021
Tb11.02.3500	3765
Tb927.4.2400	4657
Tb927.5.1070	2989
Tb11.01.1330	1099
Tb927.1.1610	1671
Tb927.10.10120	1816
Tb927.10.11520	852
Tb927.10.1660	958
Tb927.10.4080	3982
Tb927.10.4240	541
Tb927.10.4850	1657
Tb927.10.5540	1554
Tb927.10.8980	1205
Tb927.10.9810	1161
Tb927.10.9970	3522
Tb927.3.1720	1351
Tb927.3.1730	974
Tb927.3.2080	910
Tb927.3.2370	784
Tb927.3.3890	1053
Tb927.4.330	1180
Tb927.4.630	922
Tb927.5.1130	3773
Tb927.5.530	2544
Tb927.6.1200	1635
Tb927.6.1890	2003
Tb927.6.4070	1008
Tb927.7.2390	3280
Tb927.7.5110	2090
Tb927.7.640	2590
Tb927.7.910	2569
Tb927.8.2470	732
Tb927.8.3090	588
Tb927.8.4240	5146
Tb927.8.4930	1231
Tb927.8.5100	8643
Tb927.8.5660	665
Tb927.8.7040	810
Tb09.160.0370	1405
Tb09.160.1020	2460
Tb09.160.2060	551
Tb09.160.2160	494
Tb09.160.4840	1273
Tb09.160.5050	512
Tb09.160.5110	890
Tb09.211.0950	3065
Tb09.211.2600	1026
Tb11.01.0890	5537
Tb11.01.2490	3092
Tb11.01.3190	2586
Tb11.01.3490	1482
Tb11.01.3970	665
Tb11.01.5110	590
