GeneID	ORFlength
Tb11.0700	#N/A
Tb11.1140	#N/A
Tb09.142.0110	589
Tb09.142.0135	177
Tb09.354.0080	585
Tb09.354.0170	230
Tb09.v4.0033	#N/A
Tb09.v4.0100	#N/A
Tb09.v4.0122	#N/A
Tb09.v4.0130	#N/A
Tb08.27P2.250	#N/A
Tb09.142.0030	717
Tb09.142.0270	701
Tb927.1.20	1002
Tb927.1.5280	1153
Tb927.1.5340	1057
Tb09.v4.0083	#N/A
Tb09.v4.0115	#N/A
Tb09.v4.0172	#N/A
Tb927.3.430	628
Tb11.24.0006	521
Tb11.30.0004	860
Tb11.30.0006	861
Tb11.30.0011	1077
Tb11.44.0001	437
Tb11.57.0081	436
Tb11.15.0008	#N/A
Tb11.57.0034	234
Tb11.57.0036	1024
Tb11.24.0004	921
Tb11.57.0014	445
Tb11.44.0005	219
Tb11.21.0010	204
Tb11.57.0010	1090
Tb11.57.0017	959
Tb11.57.0022	1039
Tb11.57.0050	#N/A
Tb09.142.0220	#N/A
Tb11.09.0004	#N/A
Tb11.14.0005	#N/A
Tb11.14.0030	#N/A
Tb11.15.0009	#N/A
Tb11.35.0004	#N/A
Tb11.45.0004	#N/A
Tb11.48.0001	#N/A
Tb11.49.0001	#N/A
Tb11.49.0011	#N/A
Tb11.49.0013	#N/A
Tb927.10.9490	1179
Tb09.244.0540	435
Tb09.244.1010	309
Tb09.160.0130	331
Tb09.244.1100	625
Tb09.244.1340	623
Tb09.v2.0210	529
Tb09.244.0280	78
Tb09.244.0940	260
Tb09.244.1170	812
Tb09.244.1470	435
Tb09.160.0240	162
Tb09.v4.0045	#N/A
Tb09.v4.0062	#N/A
Tb09.v4.0140	#N/A
Tb09.v4.0160	#N/A
Tb09.v4.0181	#N/A
Tb09.v4.0201	#N/A
Tb09.v4.0206	#N/A
Tb09.244.1210	671
Tb09.244.0210	685
Tb09.244.0700	807
Tb09.v2.0190	79
Tb09.244.2060	1188
Tb11.55.0027	1164
Tb11.55.0028	1173
Tb927.10.4370	1170
Tb927.10.9470	1173
Tb927.10.9480	1173
Tb927.10.9500	1182
Tb927.2.2020	1080
Tb927.5.4600	1188
Tb05.5K5.240	#N/A
Tb09.v4.0018	#N/A
Tb10.v4.0218	#N/A
Tb05.5K5.310	#N/A
Tb927.2.1260	3054
Tb927.2.660	2948
Tb927.2.910	2909
Tb927.1.275	2877
Tb09.244.2010	489
Tb927.10.15990	507
Tb927.5.320b	3711
Tb927.5.330b	3624
Tb09.v4.0009	#N/A
Tb927.5.285b	3711
Tb11.03.0990	3708
Tb09.v4.0016	#N/A
Tb927.5.340b	1464
Tb927.5.340	1464
Tb09.244.2120	1458
Tb927.2.1920	1467
Tb927.4.810	1452
Tb927.7.6860	1443
Tb09.v4.0107	#N/A
Tb09.244.2350	#N/A
Tb927.7.3250	1194
Tb927.11.18280	1278
Tb927.7.3260	1020
Tb09.v4.0108	#N/A
Tb927.6.2850	1683
Tb927.1.3670	2142
Tb10.v4.0214	#N/A
Tb927.5.100	849
Tb11.1010	#N/A
Tb11.51.0002	792
Tb11.51.0004	645
Tb05.5K5.270	#N/A
Tb927.3.5790	1071
Tb09.142.0330	#N/A
Tb11.17.0009	144
Tb11.17.0005	885
Tb927.1.5080	780
Tb927.5.4620	891
Tb927.7.170	783
Tb09.160.5400	789
Tb09.160.5430	777
Tb09.v1.0330	786
Tb927.1.5220	894
Tb927.5.120	774
Tb11.1000	#N/A
Tb927.1.1660	888
Tb927.2.4930	738
Tb927.5.1140	1886
Tb927.10.13290	1239
Tb11.02.2720	2517
Tb11.01.5730	1155
Tb927.3.3810	1077
Tb927.8.1800	1506
Tb09.211.4320	498
Tb927.2.4410	675
Tb927.1.3390	489
Tb927.6.4060	384
Tb927.4.320	1257
Tb11.v5.0246	x
Tb927.5.3450	1584
Tb927.10.8140	486
Tb927.8.2580	3297
Tb927.5.2980	3246
Tb11.55.0019	2628
Tb927.3.5150	990
Tb11.01.7650	1101
Tb927.8.3220	2394
Tb927.3.1100	1194
Tb927.3.5130	1137
Tb927.3.5140	2289
x	2964
Tb11.02.5380b	x
Tb11.01.5940	3102
Tb927.11.20560	#N/A
Tb927.11.20070	#N/A
Tb927.11.19600	#N/A
Tb927.11.19650	#N/A
Tb927.11.19760	#N/A
Tb927.11.19900	#N/A
Tb927.11.19730	#N/A
Tb927.11.19470	#N/A
Tb927.11.20150	#N/A
Tb11.01.6241	x
Tb11.v5.0282	x
Tb11.v5.0367	x
Tb11.v5.0463	x
Tb11.v5.0826	x
x	1131
x	1368
Tb927.11.18650	#N/A
Tb927.11.19030	#N/A
Tb11.01.6251	x
Tb11.v5.0677	x
Tb11.v5.0676	x
Tb11.v5.0788	x
Tb11.v5.0789	x
Tb11.v5.0816	x
Tb927.3.2510.1	x
Tb927.3.2510.2	x
x	1377
Tb927.11.18800	#N/A
Tb927.11.19120	#N/A
Tb11.v5.0126	x
Tb11.v5.0385	x
Tb11.v5.0752	x
Tb11.v5.0813	x
Tb11.v5.0814	x
Tb11.15.0008b	x
Tb927.11.18690	#N/A
Tb11.v5.1015	x
Tb11.v5.0413	x
Tb11.v5.0772	x
Tb927.11.18660	#N/A
Tb927.11.18670	#N/A
Tb927.2.1700	2289
Tb927.7.4300	1605
Tb927.5.700	2064
Tb927.3.5620	3069
Tb927.3.2580	675
Tb09.160.1520	1182
Tb927.1.4740	3180
Tb927.3.3840	1053
Tb927.3.5540	1605
Tb927.7.3360	1104
Tb11.v5.0793	x
Tb927.8.6000	1296
Tb927.2.3080	1227
Tb927.6.3000	1047
Tb927.8.6640	#N/A
Tb09.160.2770	2097
Tb09.160.2780	2127
Tb09.160.2810	2109
Tb09.160.2840	2109
Tb11.v5.0561	x
Tb11.v5.0825	x
Tb927.8.5080	1788
Tb927.4.3740	5079
Tb927.7.3330	13005
Tb927.4.5340	2508
Tb927.8.6980	2502
Tb927.8.7070	951
Tb927.10.12920	3108
Tb927.3.3300	2445
Tb927.1.4310	4917
Tb11.01.1050	2292
Tb11.01.4370	2421
Tb09.211.1910	3132
Tb927.10.840	5160
Tb927.10.14320	3402
Tb927.10.15810	624
Tb11.03.0720	525
Tb927.7.890	537
Tb927.4.4980	504
Tb927.10.2710	#N/A
Tb927.6.3320	720
Tb11.02.1990	2340
Tb927.7.6460	2538
Tb11.01.3590	1869
Tb927.1.1340	2229
Tb11.01.7770	2112
Tb927.3.3640	2256
Tb927.6.2020	2238
Tb11.01.4020	1674
Tb11.02.4335	1398
Tb927.3.5360	825
Tb927.4.500	1293
Tb11.v5.0168	x
Tb927.10.7500	903
Tb927.10.14750	915
Tb927.10.14630	687
Tb09.160.0650	13440
Tb927.10.8660	726
Tb927.10.16100	1278
Tb927.10.15590	591
Tb927.10.15600	1002
Tb927.7.3420	339
Tb927.5.4570	2457
Tb927.5.4580	2457
Tb11.22.0001	669
Tb927.10.5430	846
x	x
Tb11.v5.0798	x
Tb927.8.5470	702
Tb927.8.5440	657
Tb927.8.5465	657
Tb927.8.5460	1224
Tb927.3.2310	903
Tb927.10.7290	3468
Tb927.8.7950	5244
Tb09.211.4280	4737
Tb927.3.5020	4242
Tb927.2.5760	9228
Tb927.8.4050	2253
Tb927.8.4100	2253
Tb11.02.3350	2874
Tb11.01.3960	1764
Tb927.1.2670	1542
Tb927.10.13960	1770
Tb927.8.4640	1158
Tb927.3.3690	1647
Tb927.3.1110	1434
Tb927.3.5490	2070
Tb927.3.3000	1701
Tb11.02.3880	5124
Tb927.10.8940	1236
Tb927.10.8590	3837
Tb11.v5.0727	x
Tb927.8.4010	1641
Tb927.8.4060	1773
Tb927.8.4110	1773
Tb927.2.2720	4506
Tb927.8.4780	12456
Tb927.3.830	1182
Tb927.5.1530	1617
Tb927.6.2510	441
Tb09.160.4910	1788
Tb927.8.3630	1899
Tb927.8.3650	1899
Tb927.8.3620	1899
Tb11.v5.0766	x
Tb927.8.6480	1020
Tb927.10.7520	1503
Tb11.02.0590	456
Tb927.7.5220	5037
Tb11.02.3470	3015
Tb927.5.2300	2832
Tb09.211.1310	1200
Tb927.3.1000	543
Tb927.10.4520	1437
Tb09.211.0540	1053
Tb927.10.5620	1119
Tb11.v5.0531	x
Tb927.3.4500	1698
Tb11.02.2700	1668
Tb11.v5.0629	x
Tb927.8.2250	2544
Tb09.211.2880	3012
Tb927.1.3880	5214
Tb927.7.530	4689
Tb927.10.9250	810
Tb927.4.2350	963
Tb927.5.2110	549
Tb927.7.5640	816
Tb927.10.6650	726
Tb11.01.6200	1890
Tb927.5.1250	1731
Tb927.5.287b	1383
Tb11.v5.0211	x
Tb927.5.290	1062
Tb11.01.1110	1047
Tb11.01.3280	2049
Tb927.10.5890	2718
Tb927.10.8640	1101
Tb927.7.3090	3087
Tb927.8.2660	5760
Tb927.5.3900	2235
Tb927.5.1980	1950
Tb927.8.6140	1179
Tb927.6.2400	2010
Tb927.10.12370	2040
Tb927.3.910	1344
Tb927.10.9770	2355
Tb11.01.3150	2349
Tb11.v5.0848	x
Tb11.v5.1036	x
Tb927.2.2570	501
Tb927.2.3160	1290
Tb927.10.9020	1431
Tb927.10.13280	7821
Tb11.01.5560	960
Tb927.8.2050	1110
Tb927.10.15490	1089
Tb927.8.560	1734
Tb09.160.4220	1038
Tb927.10.10770	1857
Tb927.4.690	999
Tb09.211.2730	732
Tb09.211.2740	726
Tb11.01.2230	933
Tb927.4.4680	537
Tb927.3.1220	1536
Tb11.v5.0598	x
Tb11.01.8520	843
Tb927.7.5560	1980
Tb09.160.3400	123
Tb927.10.8440	1584
Tb927.10.8500	1590
Tb927.10.8460	1584
Tb927.10.8470	1584
Tb927.10.8480	1584
Tb927.10.8490	1590
Tb927.10.8510	1590
Tb927.10.8520	1590
Tb927.4.2290	1659
Tb927.10.8450	1584
Tb927.10.8530	1590
Tb927.10.2490	1677
Tb927.1.3830	1824
Tb09.211.1300	678
Tb11.01.4460	2271
Tb09.160.4310	2979
Tb927.6.1530	945
Tb927.5.3800	5502
Tb927.7.4970	1266
Tb11.v5.0178	x
Tb927.7.6940	2244
Tb09.160.3730	1734
Tb927.6.4590	1824
Tb11.v5.0810	x
Tb11.47.0012	288
Tb927.1.1770	324
Tb11.v5.0904	x
Tb11.01.7560	471
Tb11.01.2360	1722
Tb927.7.4000	1668
Tb927.7.3500	939
Tb11.12.0016	825
Tb927.10.6880	996
Tb11.v5.0516	x
Tb927.6.4280	1080
Tb927.6.4300	1080
Tb09.211.1370	1068
Tb09.211.3550	1539
Tb09.211.3540	1539
Tb09.211.3560	1539
Tb09.211.3570	1539
Tb09.211.3590	1539
Tb927.10.15910	1830
Tb11.v5.0301	x
Tb11.v5.0406	x
Tb927.10.3100	2097
Tb927.1.1130	1854
Tb11.02.5280	1812
Tb11.v5.0384	x
Tb927.8.3530	1065
Tb11.02.0440	876
Tb927.11.20730	1044
Tb927.2.2340	3624
Tb11.01.0580	1044
Tb11.01.1440	1128
Tb927.10.15410	972
Tb927.2.4210	1578
Tb927.4.4050	2052
Tb11.02.0630	1926
Tb11.03.0030	2055
Tb927.4.2410	3447
Tb11.01.2140	3168
Tb11.01.2440	3600
Tb09.160.2220	927
Tb11.01.1750	924
Tb927.2.2380	2625
Tb927.2.2400	2250
Tb927.5.2350	1503
Tb927.6.1960	1245
Tb11.02.1400	828
Tb11.v5.0694	x
Tb11.01.1400	1875
Tb927.4.1350	1434
Tb927.6.1080	891
Tb927.7.2100	1977
Tb927.3.5660	1167
Tb927.7.450	2313
Tb11.02.0260	1500
Tb11.01.2030	798
Tb11.01.8610	2646
Tb927.3.3720	360
Tb927.8.1870	1851
Tb11.02.4670	1635
Tb927.10.12620	3363
Tb927.7.7060	501
Tb11.01.2770	522
Tb927.2.3190	468
Tb927.3.2850	615
Tb927.11.7630	1824
Tb927.11.7640	1824
Tb927.11.7710	1695
Tb927.11.7720	1764
Tb11.v5.0710	x
Tb11.02.5600	867
Tb11.v5.0510	x
Tb11.v5.0511	x
Tb927.6.510	345
Tb927.6.3300	1293
Tb927.10.5560	1770
Tb927.3.2610	2448
Tb927.10.4780	1677
Tb927.2.6000	1077
Tb927.10.210	1386
Tb11.01.7400	1134
Tb927.10.5080	1233
Tb927.4.1920	2061
Tb927.10.13860	960
Tb927.10.6140	1029
Tb927.5.3680	771
Tb09.160.5200	888
Tb927.8.7880	495
Tb927.8.7910	#N/A
Tb927.4.130	2904
Tb927.6.100	1311
Tb927.6.270	3594
Tb927.6.290	3588
Tb927.6.320	3594
Tb927.6.340	3594
Tb927.8.7590	3804
Tb927.6.200	3765
Tb927.5.320	3711
Tb11.02.3740	3735
Tb11.03.0970	3723
Tb11.27.0001	3717
Tb927.10.2430	3729
Tb927.4.3750	3711
Tb927.4.3860	3699
Tb927.4.3870	3699
Tb927.4.3880	3705
Tb927.5.1450	3750
Tb927.5.650	3750
Tb927.6.170	3810
Tb927.6.180	3807
Tb927.6.190	3636
Tb927.6.280	3807
Tb927.6.300	3822
Tb927.6.310	3819
Tb927.6.330	3807
Tb927.6.430	3738
Tb927.6.760	3732
Tb927.6.770	3732
Tb927.6.780	3732
Tb927.6.790	3732
Tb927.6.800	3741
Tb927.7.6040	3804
Tb927.7.6050	3810
Tb927.7.6060	3813
Tb927.7.6070	3804
Tb927.7.6080	3513
Tb927.7.7520	3732
Tb927.7.7530	3732
Tb927.8.7860	3771
Tb927.8.7870	3771
Tb927.8.7890	3804
Tb927.8.7900	3798
Tb927.8.7920	3795
Tb927.8.7930	3804
Tb927.8.7940	3753
Tb927.8.8360	1509
Tb927.5.330	3624
Tb927.5.4540	3732
Tb927.5.4550	3732
Tb05.5K5.180	#N/A
Tb05.5K5.190	#N/A
Tb927.10.16000	3711
Tb927.4.4410	3735
Tb927.4.4430	3732
Tb927.4.4440	3744
Tb927.4.4450	3732
Tb927.4.4460	3867
Tb927.4.4470	3816
Tb927.6.470	1374
Tb927.6.500	1374
Tb927.6.540	1365
Tb927.4.3870	3699
Tb11.02.5040	1842
Tb927.4.640	1389
Tb927.2.3990	3177
Tb09.211.1390	2163
Tb927.11.7460 	1962
Tb927.8.3490	3252
Tb927.8.3930	1929
Tb927.7.2420	1506
Tb927.10.13780	1059
Tb927.2.5060	1185
Tb927.2.4240	1104
Tb927.2.3620	2418
Tb927.10.7430	1419
Tb927.5.4310	2445
Tb927.7.7450	1806
Tb927.4.2190	1776
Tb927.7.580	2049
Tb09.211.0810	1356
Tb927.10.2960	2307
Tb11.v5.0452	x
Tb11.v5.0454	x
Tb927.5.4560	1551
Tb05.5K5.200	#N/A
Tb11.v5.0409	x
Tb11.01.7610	3141
Tb11.02.2510	1683
Tb11.01.3170	957
Tb11.01.3180	957
Tb927.5.2080	1476
Tb927.10.6810	795
Tb927.10.11700	621
Tb927.7.2570	1422
Tb10_snoRNA_0034:snoRNA	#N/A
Tb10_snoRNA_0041:snoRNA	#N/A
Tb10_snoRNA_0049:snoRNA	#N/A
Tb11_snoRNA_0038	#N/A
Tb11_snoRNA_0041	#N/A
Tb11_snoRNA_0044	#N/A
Tb11_snoRNA_0047	#N/A
Tb11_snoRNA_0003	#N/A
Tb11_snoRNA_0009	#N/A
Tb11_snoRNA_0015	#N/A
Tb11_snoRNA_0021	#N/A
Tb11_snoRNA_0027	#N/A
Tb11_snoRNA_0001	#N/A
Tb11_snoRNA_0007	#N/A
Tb11_snoRNA_0013	#N/A
Tb11_snoRNA_0019	#N/A
Tb11_snoRNA_0025	#N/A
Tb11_snoRNA_0031	#N/A
Tb11_snoRNA_0006	#N/A
Tb11_snoRNA_0012	#N/A
Tb11_snoRNA_0018	#N/A
Tb11_snoRNA_0024	#N/A
Tb11_snoRNA_0030	#N/A
Tb927.6.1872	#N/A
Tb927.6.1887	#N/A
Tb927.6.1855	#N/A
Tb927.6.1856	#N/A
Tb927.6.1863	#N/A
Tb927.6.1864	#N/A
Tb927.6.1871	#N/A
Tb927.6.1886	#N/A
Tb927.6.1853	#N/A
Tb927.6.1861	#N/A
Tb927.6.1868	#N/A
Tb927.6.1876	#N/A
Tb927.6.1884	#N/A
Tb927.6.1892	#N/A
Tb927.6.1852	#N/A
Tb927.6.1859	#N/A
Tb927.6.1867	#N/A
Tb927.6.1875	#N/A
Tb927.6.1883	#N/A
Tb927.6.1891	#N/A
Tb927.6.2686	#N/A
Tb927.8.1652	#N/A
Tb927.8.1654	#N/A
Tb927.8.1656	#N/A
Tb927.8.1658	#N/A
Tb927.8.2068	#N/A
Tb927.8.2075	#N/A
Tb927.8.2258	#N/A
Tb927.8.2265	#N/A
Tb927.8.2275	#N/A
Tb09_snoRNA_0003	#N/A
Tb09_snoRNA_0007	#N/A
Tb09_snoRNA_0002	#N/A
Tb09_snoRNA_0006	#N/A
Tb09_snoRNA_0008	#N/A
Tb09_snoRNA_0004	#N/A
Tb09_snoRNA_0076	#N/A
Tb09_snoRNA_0013	#N/A
Tb09_snoRNA_0022	#N/A
Tb09_snoRNA_0031	#N/A
Tb09_snoRNA_0049	#N/A
Tb09_snoRNA_0058	#N/A
Tb09_snoRNA_0067	#N/A
Tb09_snoRNA_0040	#N/A
Tb09_snoRNA_0012	#N/A
Tb09_snoRNA_0021	#N/A
Tb09_snoRNA_0030	#N/A
Tb09_snoRNA_0039	#N/A
Tb09_snoRNA_0048	#N/A
Tb09_snoRNA_0057	#N/A
Tb09_snoRNA_0066	#N/A
Tb09_snoRNA_0075	#N/A
Tb09_snoRNA_0081	#N/A
Tb09_snoRNA_0086	#N/A
Tb09_snoRNA_0091	#N/A
Tb09_snoRNA_0083	#N/A
Tb09_snoRNA_0088	#N/A
Tb09_snoRNA_0093	#N/A
Tb09_snoRNA_0099	#N/A
Tb09_snoRNA_0105	#N/A
Tb09_snoRNA_0111	#N/A
Tb09_snoRNA_0117	#N/A
Tb09_snoRNA_0123	#N/A
Tb09_snoRNA_0095	#N/A
Tb09_snoRNA_0107	#N/A
Tb09_snoRNA_0101	#N/A
Tb09_snoRNA_0113	#N/A
Tb09_snoRNA_0119	#N/A
Tb09_snoRNA_0125	#N/A
Tb09_snoRNA_0098	#N/A
Tb09_snoRNA_0104	#N/A
Tb09_snoRNA_0110	#N/A
Tb09_snoRNA_0116	#N/A
Tb09_snoRNA_0122	#N/A
Tb927_06_v4.snoRNA.0023	#N/A
Tb927_06_v4.snoRNA.0024	#N/A
Tb927_06_v4.snoRNA.0025	#N/A
Tb927_06_v4.snoRNA.0026	#N/A
Tb927_06_v4.snoRNA.0027	#N/A
Tb927_06_v4.snoRNA.0012	#N/A
Tb927_06_v4.snoRNA.0013	#N/A
Tb927_06_v4.snoRNA.0014	#N/A
Tb927_06_v4.snoRNA.0015	#N/A
Tb927_06_v4.snoRNA.0016	#N/A
Tb927_06_v4.snoRNA.0017	#N/A
Tb927_06_v4.snoRNA.0018	#N/A
Tb927_06_v4.snoRNA.0019	#N/A
Tb927_06_v4.snoRNA.0020	#N/A
Tb927_06_v4.snoRNA.0021	#N/A
Tb927_06_v4.snoRNA.0022	#N/A
Tb927_06_v4.snoRNA.0034	#N/A
Tb927_06_v4.snoRNA.0035	#N/A
Tb927_06_v4.snoRNA.0036	#N/A
Tb927_06_v4.snoRNA.0037	#N/A
Tb927_06_v4.snoRNA.0038	#N/A
Tb927_06_v4.snoRNA.0039	#N/A
Tb927_06_v4.snoRNA.0041	#N/A
Tb927_08_v4.snoRNA.0012	#N/A
Tb927_08_v4.snoRNA.0013	#N/A
Tb927_08_v4.snoRNA.0014	#N/A
Tb927_08_v4.snoRNA.0015	#N/A
Tb927_08_v4.snoRNA.0040	#N/A
Tb927_08_v4.snoRNA.0041	#N/A
Tb927_08_v4.snoRNA.0042	#N/A
Tb927_08_v4.snoRNA.0043	#N/A
Tb927_08_v4.snoRNA.0044	#N/A
Tb927_09_v4.snoRNA.0046	#N/A
Tb927_09_v4.snoRNA.0047	#N/A
Tb927_09_v4.snoRNA.0054	#N/A
Tb927_09_v4.snoRNA.0055	#N/A
Tb927_09_v4.snoRNA.0107	#N/A
Tb927_09_v4.snoRNA.0010	#N/A
Tb927_09_v4.snoRNA.0011	#N/A
Tb927_09_v4.snoRNA.0012	#N/A
Tb927_09_v4.snoRNA.0013	#N/A
Tb927_09_v4.snoRNA.0014	#N/A
Tb927_09_v4.snoRNA.0015	#N/A
Tb927_09_v4.snoRNA.0016	#N/A
Tb927_09_v4.snoRNA.0057	#N/A
Tb927_09_v4.snoRNA.0058	#N/A
Tb927_09_v4.snoRNA.0059	#N/A
Tb927_09_v4.snoRNA.0060	#N/A
Tb927_09_v4.snoRNA.0061	#N/A
Tb927_09_v4.snoRNA.0062	#N/A
Tb927_09_v4.snoRNA.0063	#N/A
Tb927_09_v4.snoRNA.0064	#N/A
Tb927_09_v4.snoRNA.0043	#N/A
Tb927_09_v4.snoRNA.0044	#N/A
Tb927_09_v4.snoRNA.0045	#N/A
Tb927_09_v4.snoRNA.0006	#N/A
Tb927_09_v4.snoRNA.0007	#N/A
Tb927_09_v4.snoRNA.0008	#N/A
Tb927_09_v4.snoRNA.0095	#N/A
Tb927_09_v4.snoRNA.0096	#N/A
Tb927_09_v4.snoRNA.0097	#N/A
Tb927_09_v4.snoRNA.0098	#N/A
Tb927_09_v4.snoRNA.0099	#N/A
Tb927_09_v4.snoRNA.0089	#N/A
Tb927_09_v4.snoRNA.0090	#N/A
Tb927_09_v4.snoRNA.0091	#N/A
Tb927_09_v4.snoRNA.0092	#N/A
Tb927_09_v4.snoRNA.0093	#N/A
Tb927_09_v4.snoRNA.0094	#N/A
Tb927_09_v4.snoRNA.0001	#N/A
Tb927_09_v4.snoRNA.0002	#N/A
Tb927_09_v4.snoRNA.0003	#N/A
Tb927_09_v4.snoRNA.0004	#N/A
Tb927_09_v4.snoRNA.0005	#N/A
Tb927_11_01_v4.snoRNA.0001	#N/A
Tb927_11_01_v4.snoRNA.0002	#N/A
Tb927_11_01_v4.snoRNA.0003	#N/A
Tb927_11_01_v4.snoRNA.0004	#N/A
Tb927_11_01_v4.snoRNA.0005	#N/A
Tb927_11_01_v4.snoRNA.0009	#N/A
Tb927_11_01_v4.snoRNA.0011	#N/A
Tb927_11_01_v4.snoRNA.0012	#N/A
Tb927_11_01_v4.snoRNA.0013	#N/A
Tb927_11_01_v4.snoRNA.0014	#N/A
Tb927_11_01_v4.snoRNA.0015	#N/A
Tb927_11_01_v4.snoRNA.0018	#N/A
Tb927_11_01_v4.snoRNA.0031	#N/A
Tb927_11_01_v4.snoRNA.0032	#N/A
Tb927_11_01_v4.snoRNA.0034	#N/A
Tb927_11_01_v4.snoRNA.0035	#N/A
Tb927_11_01_v4.snoRNA.0036	#N/A
Tb927_11_01_v4.snoRNA.0037	#N/A
Tb927_11_01_v4.snoRNA.0038	#N/A
Tb927_11_01_v4.snoRNA.0039	#N/A
tryp_X-68d04.q1c.snoRNA.0011	#N/A
tryp_X-68d04.q1c.snoRNA.0012	#N/A
tryp_X-68d04.q1c.snoRNA.0003	#N/A
tryp_X-68d04.q1c.snoRNA.0004	#N/A
tryp_X-68d04.q1c.snoRNA.0007	#N/A
tryp_X-68d04.q1c.snoRNA.0008	#N/A
tryp_IXb-6d06.q1c.snoRNA.0049	#N/A
tryp_IXb-6d06.q1c.snoRNA.0050	#N/A
tryp_IXb-6d06.q1c.snoRNA.0051	#N/A
tryp_IXb-6d06.q1c.snoRNA.0047	#N/A
tryp_IXb-6d06.q1c.snoRNA.0048	#N/A
tryp_IXb-6d06.q1c.snoRNA.0043	#N/A
tryp_IXb-6d06.q1c.snoRNA.0044	#N/A
tryp_IXb-6d06.q1c.snoRNA.0045	#N/A
tryp_IXb-6d06.q1c.snoRNA.0046	#N/A
tryp_IXb-6d06.q1c.snoRNA.0042	#N/A
Tb927_10_v4.snoRNA.0001:snoRNA	#N/A
Tb927_10_v4.snoRNA.0002:snoRNA	#N/A
Tb927_10_v4.snoRNA.0003:snoRNA	#N/A
Tb927_10_v4.snoRNA.0004:snoRNA	#N/A
Tb927_10_v4.snoRNA.0028:snoRNA	#N/A
Tb927_10_v4.snoRNA.0029:snoRNA	#N/A
Tb927_10_v4.snoRNA.0030:snoRNA	#N/A
Tb927_10_v4.snoRNA.0031:snoRNA	#N/A
Tb927_10_v4.snoRNA.0032:snoRNA	#N/A
Tb927_10_v4.snoRNA.0033:snoRNA	#N/A
Tb927_10_v4.snoRNA.0034:snoRNA	#N/A
Tb927_10_v4.snoRNA.0035:snoRNA	#N/A
Tb927_10_v4.snoRNA.0036:snoRNA	#N/A
Tb927_10_v4.snoRNA.0037:snoRNA	#N/A
Tb927_10_v4.snoRNA.0038:snoRNA	#N/A
Tb927_10_v4.snoRNA.0039:snoRNA	#N/A
Tb927_10_v4.snoRNA.0041:snoRNA	#N/A
Tb927_10_v4.snoRNA.0042:snoRNA	#N/A
Tb927_10_v4.snoRNA.0043:snoRNA	#N/A
Tb927_10_v4.snoRNA.0044:snoRNA	#N/A
Tb927_10_v4.snoRNA.0049:snoRNA	#N/A
Tb927_10_v4.snoRNA.0050:snoRNA	#N/A
Tb927_10_v4.snoRNA.0051:snoRNA	#N/A
Tb927_10_v4.snoRNA.0054:snoRNA	#N/A
Tb927_10_v4.snoRNA.0055:snoRNA	#N/A
Tb927_10_v4.snoRNA.0056:snoRNA	#N/A
Tb927_10_v4.snoRNA.0072:snoRNA	#N/A
Tb927_10_v4.snoRNA.0073:snoRNA	#N/A
Tb927_10_v4.snoRNA.0078:snoRNA	#N/A
Tb927_10_v4.snoRNA.0079:snoRNA	#N/A
Tb927_10_v4.snoRNA.0080:snoRNA	#N/A
Tb927_10_v4.snoRNA.0081:snoRNA	#N/A
Tb09.211.1880	1590
Tb927.10.9310	1050
Tb927.7.5360	984
Tb11.02.5270	939
Tb11.01.0120	837
Tb927.6.440	1212
Tb927.7.4810	1377
Tb09.211.2190	447
Tb11.v5.0163	x
Tb11.01.3360	882
Tb927.6.3750	1974
Tb927.6.3800	1974
Tb927.6.3740	1974
Tb927.7.710	1920
Tb927.7.1030	2613
Tb927.3.3330	426
Tb11.v5.1034	x
Tb11.01.3080	2031
Tb11.01.3110	1986
Tb927.10.10980	2115
Tb927.10.10900	2115
Tb927.10.10910	2115
Tb927.10.10920	2115
Tb927.10.10930	2115
Tb927.10.10940	2115
Tb927.10.10950	2115
Tb927.10.10960	2115
Tb927.10.10970	2115
Tb927.10.10890	2115
Tb11.v5.0543	x
Tb11.02.0250	2262
Tb927.7.2070	987
Tb927.5.1520	1428
Tb11.01.4050	1491
Tb927.10.12710	2436
Tb927.10.5660	1008
Tb927.10.12310	2769
Tb11.01.1100	3030
Tb927.5.3940	2016
Tb09.211.4430	3993
Tb927.3.3090	2892
Tb927.6.920	2967
Tb927.8.6010	501
Tb11.22.0010	3654
x	x
Tb927.10.2010	1416
Tb927.10.2020	1416
Tb927.3.3490	816
Tb927.8.6860	2247
Tb927.10.11160	1014
Tb927.10.5290	786
Tb11.v5.0247	x
Tb927.7.1720	843
Tb927.4.840	1239
Tb09.211.1290	1008
Tb09.211.3390	1485
Tb11.02.1940	1284
Tb927.6.2060	1434
Tb927.7.4560	1401
Tb11.01.3380	1815
Tb927.10.8310	852
Tb09.160.1570	543
Tb11.v5.0269	x
Tb927.10.14390	1668
Tb927.10.1680	1167
Tb11.01.7240	1701
Tb927.2.2190	2058
Tb927.5.2900	1761
Tb11.v5.0660	x
Tb11.39.0008	243
Tb11.42.0005	231
Tb11.42.0006	216
Tb11.42.0007	231
Tb11.55.0001	231
Tb927.7.2820	405
Tb927.7.2830	405
Tb927.7.2840	405
Tb927.7.2850	405
Tb927.7.2860	405
Tb927.7.2870	405
Tb927.7.2880	405
Tb927.7.2890	405
Tb927.7.2900	405
Tb927.7.2910	405
Tb927.7.2920	405
Tb927.7.2930	405
Tb927.7.2940	405
